0.017856165	0.093146816
0.000000000	0.069977806
0.011064249	0.047884861
0.024757627	0.083764880
0.019882785	0.063319658
0.022402366	0.037124218
0.017308430	0.044118636
0.018294353	0.057031408
0.013090869	0.039175466
0.018000000	0.945000000
0.001000000	0.262000000
0.022000000	0.959000000
0.022000000	0.429000000
0.015000000	0.960000000
0.020000000	0.694000000
0.010000000	0.253000000
0.004000000	0.931000000
0.010000000	0.620000000
0.017000000	0.515000000
0.020000000	0.641000000
0.024000000	0.554000000
0.000000000	0.134000000
0.016000000	0.573000000
