0.222222000	0.625000000	0.067797000	0.041667000
0.166667000	0.416667000	0.067797000	0.041667000
0.111111000	0.500000000	0.050847000	0.041667000
0.083333000	0.458333000	0.084746000	0.041667000
0.194444000	0.666667000	0.067797000	0.041667000
0.194444000	0.583333000	0.084746000	0.041667000
0.027778000	0.375000000	0.067797000	0.041667000
0.166667000	0.458333000	0.084746000	0.000000000
0.305556000	0.708333000	0.084746000	0.041667000
0.138889000	0.416667000	0.067797000	0.000000000
0.250000000	0.625000000	0.084746000	0.041667000
0.250000000	0.583333000	0.067797000	0.041667000
0.250000000	0.875000000	0.084746000	0.000000000
0.333333000	0.916667000	0.067797000	0.041667000
0.166667000	0.458333000	0.084746000	0.041667000
0.333333000	0.625000000	0.050847000	0.041667000
0.166667000	0.666667000	0.067797000	0.000000000
0.027778000	0.416667000	0.050847000	0.041667000
0.222222000	0.583333000	0.084746000	0.041667000
0.027778000	0.500000000	0.050847000	0.041667000
0.083333000	0.500000000	0.067797000	0.041667000
0.277778000	0.708333000	0.084746000	0.041667000
0.194444000	0.541667000	0.067797000	0.041667000
